6.810399999999999565e+00,1.005170000000000030e+01,2.000000000000000000e+00
1.511200000000000099e+00,3.232600000000000140e+00,1.000000000000000000e+00
8.472099999999999298e+00,1.002210000000000001e+01,2.000000000000000000e+00
8.254099999999999326e+00,9.926899999999999835e+00,2.000000000000000000e+00
1.459500000000000020e+00,4.637199999999999989e+00,1.000000000000000000e+00
1.509400000000000075e+00,4.428200000000000358e+00,1.000000000000000000e+00
1.750099999999999989e+00,4.342800000000000438e+00,1.000000000000000000e+00
8.626899999999999125e+00,1.033970000000000056e+01,2.000000000000000000e+00
8.027699999999999392e+00,1.043169999999999931e+01,2.000000000000000000e+00
6.961199999999999832e+00,9.764499999999999957e+00,2.000000000000000000e+00
1.900500000000000078e+00,4.195400000000000240e+00,1.000000000000000000e+00
7.669299999999999784e+00,1.004139999999999944e+01,2.000000000000000000e+00
7.580899999999999750e+00,9.889699999999999491e+00,2.000000000000000000e+00
1.713799999999999990e+00,3.797000000000000153e+00,1.000000000000000000e+00
7.520299999999999763e+00,1.086909999999999954e+01,2.000000000000000000e+00
7.749399999999999622e+00,9.338200000000000500e+00,2.000000000000000000e+00
2.403799999999999937e+00,3.729000000000000092e+00,1.000000000000000000e+00
2.153700000000000170e+00,4.010200000000000209e+00,1.000000000000000000e+00
7.496000000000000441e+00,1.062969999999999970e+01,2.000000000000000000e+00
1.912600000000000078e+00,3.498699999999999921e+00,1.000000000000000000e+00
7.592500000000000249e+00,9.832000000000000739e+00,2.000000000000000000e+00
1.893199999999999994e+00,4.894400000000000084e+00,1.000000000000000000e+00
8.183299999999999130e+00,1.027069999999999972e+01,2.000000000000000000e+00
7.511499999999999844e+00,9.772899999999999920e+00,2.000000000000000000e+00
1.459699999999999998e+00,4.193999999999999950e+00,1.000000000000000000e+00
1.521400000000000086e+00,3.907200000000000006e+00,1.000000000000000000e+00
1.793600000000000083e+00,4.767800000000000260e+00,1.000000000000000000e+00
8.114599999999999369e+00,9.961700000000000443e+00,2.000000000000000000e+00
1.751100000000000101e+00,4.686600000000000321e+00,1.000000000000000000e+00
2.350800000000000001e+00,4.187899999999999956e+00,1.000000000000000000e+00
7.243500000000000050e+00,1.045609999999999928e+01,2.000000000000000000e+00
1.704399999999999915e+00,3.665099999999999802e+00,1.000000000000000000e+00
7.888099999999999667e+00,1.011340000000000039e+01,2.000000000000000000e+00
7.916199999999999903e+00,9.967700000000000671e+00,2.000000000000000000e+00
7.395500000000000185e+00,9.706899999999999196e+00,2.000000000000000000e+00
7.608699999999999797e+00,1.076870000000000083e+01,2.000000000000000000e+00
7.647499999999999964e+00,9.669200000000000017e+00,2.000000000000000000e+00
1.981999999999999984e+00,3.681599999999999984e+00,1.000000000000000000e+00
2.040500000000000203e+00,4.235000000000000320e+00,1.000000000000000000e+00
7.962299999999999933e+00,9.297000000000000597e+00,2.000000000000000000e+00
8.325900000000000745e+00,1.003250000000000064e+01,2.000000000000000000e+00
2.968700000000000117e+00,4.659900000000000375e+00,1.000000000000000000e+00
6.788000000000000256e+00,9.842900000000000205e+00,2.000000000000000000e+00
7.926999999999999602e+00,1.081099999999999994e+01,2.000000000000000000e+00
1.834799999999999986e+00,4.113900000000000112e+00,1.000000000000000000e+00
1.756199999999999983e+00,3.327300000000000146e+00,1.000000000000000000e+00
2.114599999999999813e+00,3.895700000000000163e+00,1.000000000000000000e+00
1.955400000000000027e+00,4.115400000000000169e+00,1.000000000000000000e+00
8.372299999999999187e+00,1.031320000000000014e+01,2.000000000000000000e+00
7.928200000000000358e+00,1.087560000000000038e+01,2.000000000000000000e+00
2.553399999999999892e+00,4.016399999999999970e+00,1.000000000000000000e+00
7.787700000000000067e+00,1.060800000000000054e+01,2.000000000000000000e+00
1.866700000000000026e+00,4.378000000000000114e+00,1.000000000000000000e+00
1.976099999999999968e+00,4.196500000000000341e+00,1.000000000000000000e+00
1.386200000000000099e+00,4.935200000000000031e+00,1.000000000000000000e+00
2.809899999999999842e+00,3.041399999999999881e+00,1.000000000000000000e+00
7.554800000000000182e+00,1.004589999999999961e+01,2.000000000000000000e+00
8.084199999999999164e+00,1.030620000000000047e+01,2.000000000000000000e+00
8.028999999999999915e+00,1.049830000000000041e+01,2.000000000000000000e+00
8.696699999999999875e+00,1.037659999999999982e+01,2.000000000000000000e+00
2.020599999999999952e+00,4.817099999999999937e+00,1.000000000000000000e+00
1.655799999999999939e+00,4.134299999999999642e+00,1.000000000000000000e+00
1.621899999999999897e+00,4.412600000000000300e+00,1.000000000000000000e+00
2.541999999999999815e+00,3.745999999999999996e+00,1.000000000000000000e+00
7.908100000000000129e+00,9.633200000000000429e+00,2.000000000000000000e+00
7.811399999999999899e+00,9.853600000000000136e+00,2.000000000000000000e+00
9.956000000000000405e-01,4.335799999999999876e+00,1.000000000000000000e+00
7.808200000000000252e+00,1.111839999999999939e+01,2.000000000000000000e+00
7.616399999999999615e+00,1.007000000000000028e+01,2.000000000000000000e+00
6.740000000000000213e+00,1.027740000000000009e+01,2.000000000000000000e+00
