7.793848423000000025e+00,4.285768841000000329e+00,6.084318741999999780e+00,4.598906226999999625e+00,1.863269132999999966e+00,9.433742202999999549e+00,3.095982505999999912e+00,8.172408409000000873e+00,7.657180568000000243e+00,9.321337958000000867e+00,1.000000000000000000e+00
1.711196957000000074e+00,3.097854359999999918e+00,1.292443559999999936e+00,3.771718161999999985e+00,1.467255799999999999e+00,2.975350504000000118e+00,7.251688985000000365e+00,5.563204917000000194e+00,6.324380765999999987e+00,6.865858066000000370e+00,0.000000000000000000e+00
3.497252424000000026e+00,1.926329328000000007e+00,4.523372568000000093e+00,9.242133919000000475e+00,4.637320067000000101e+00,9.708472815000000367e+00,3.581795624999999816e+00,6.385120792999999573e+00,3.571457091000000084e+00,6.271971576000000326e+00,1.000000000000000000e+00
7.447875851000000047e+00,8.869206740999999283e+00,7.256047653999999625e+00,9.387000915999999862e+00,1.279277298000000007e+00,9.215361539999999962e-01,6.189317431000000092e+00,3.942349287999999952e+00,8.802199374000000631e+00,9.221256297000000046e+00,0.000000000000000000e+00
3.409125611999999972e+00,9.534839766999999355e+00,1.531529064999999967e+00,2.977509849000000042e+00,1.560567363999999957e+00,5.452613719000000359e+00,1.326124469999999944e-01,9.055359965999999261e+00,1.554069689999999948e+00,6.009613762999999942e+00,1.000000000000000000e+00
9.307178515000000374e+00,5.372130732999999658e+00,4.463249059999999879e+00,1.952838611000000002e+00,2.459975304999999945e+00,5.407986926999999611e+00,3.295289935000000003e+00,4.774314720999999651e+00,2.536267640000000156e+00,1.725242847000000079e+00,1.000000000000000000e+00
7.838418750000000212e-01,1.099254353999999934e+00,5.893686221000000280e+00,1.101188558000000040e+00,3.813758426999999784e+00,5.552172299999999616e+00,9.585821399000000298e+00,4.584731842000000057e+00,1.811137422999999913e+00,7.373499430999999937e+00,0.000000000000000000e+00
7.398182405000000017e+00,1.575123979000000007e+00,9.545425950000000270e+00,2.417941696000000196e+00,1.197584337999999970e+00,6.896668895000000354e+00,7.801506794999999883e+00,3.734002845000000015e+00,7.593983051000000373e+00,8.222166136000000236e+00,0.000000000000000000e+00
4.975574240000000259e-01,1.357978479000000016e+00,8.309386637999999436e+00,8.810840150000000648e+00,8.045809441999999478e+00,9.841311708999999297e+00,2.177901260000000061e+00,6.097360206000000282e+00,4.442299342000000095e+00,7.365428463999999842e+00,1.000000000000000000e+00
1.971765960000000095e-01,3.728210160999999800e+00,6.427586963000000431e+00,6.427666164999999765e+00,8.781880748000000736e+00,1.492662965999999924e+00,9.749468309999999249e+00,7.330902529999999695e-01,9.478414689999999254e+00,4.579362843000000183e+00,0.000000000000000000e+00
5.177121227999999853e+00,8.396145947000000831e+00,2.951321418000000030e+00,9.432714884999999327e+00,2.719796265999999907e+00,1.647326770999999912e+00,7.860210795000000417e+00,2.873554079999999789e-01,9.298617114000000683e+00,1.561218830999999918e+00,0.000000000000000000e+00
