3.852643801,9.940411879,0.674563613,6.997107931,5.126000516,2.544423963,7.402878138,9.226347398,9.324882026,4.827063359,0
5.504427984,1.433587769,9.544274648,3.00189642,9.97787032,4.778167299,4.493623478,8.132407428,3.958247591,4.707469762,1
1.60628043,4.104229521,9.436916214,0.458080711,7.210196649,2.910070708,4.293531261,2.296136524,6.782845443,7.008821449,0
2.381896269,9.184227498,9.195450071,1.050356777,1.134541183,9.293391841,7.522042604,1.301531346,7.177885773,3.589939489,0
4.730498575,0.294976754,1.305666667,2.201405302,6.95329005,3.256579722,0.459930625,8.165973147,3.513497645,8.744499703,0
2.954745413,1.828141768,8.227636274,2.089310742,1.561184322,7.783428242,4.89430715,2.231600256,5.574288057,5.337130455,1
1.571811129,6.743643463,1.114790155,7.342982813,5.502435724,5.943163993,8.925444689,4.115197287,4.601959529,3.608203988,1
6.114032261,4.096798036,1.533629056,9.781039637,0.94477766,5.878352998,7.34006749,5.430997664,9.531228621,0.190410118,1
1.138663031,6.939259885,1.81116648,5.182418218,8.250419641,6.329624358,5.250149775,6.837934556,1.975534189,4.050078605,1
6.762008799,4.282754517,7.926412927,9.332239443,1.537638107,5.995666249,6.520310681,5.531156108,0.432031246,9.403650404,1
5.078716486,9.69881106,7.962925508,0.243055432,4.570438267,1.76426315,7.724807689,9.481509888,3.834704637,8.893278119,0
5.995298839,0.099182591,0.436271867,3.868269662,6.054212003,2.610683704,0.269307194,1.075366643,0.658065237,7.214965617,0
2.247967653,4.00046632,3.144806696,6.677068236,0.788453988,6.508617571,2.319990338,7.837664015,6.155223028,7.503391378,1
2.506770006,8.393285492,9.925045433,8.28206849,6.297287157,4.438096484,8.243058445,9.735449658,8.752906207,3.813045243,1
3.536046728,1.716556119,0.029455154,4.406886985,2.934121147,5.900900708,7.098771967,6.019105122,3.458698782,3.91860203,1
4.933234948,7.878228944,6.572105167,7.396376908,6.968535399,1.40159347,3.277898883,6.230899997,6.061816601,9.89890034,0
7.915542729,4.669503786,5.765322274,6.73052644,0.519997447,3.434861861,2.995787317,4.271405282,2.571478938,1.695356602,1
4.230504673,4.843776774,6.634499209,8.972768592,0.612301046,9.287142618,3.54345221,7.591930215,9.076981551,7.94950606,1
4.353093442,3.745477279,4.822087626,2.361310479,6.272758943,4.783892926,8.744454152,5.920550133,9.764076395,8.147184459,0
4.474083528,4.52895107,4.455140153,7.879030973,4.240147085,5.063179207,8.665340317,3.133489646,4.391768196,8.878842647,0
7.148922501,1.041748452,9.569265208,1.225815098,4.579259995,4.072070643,6.787085369,7.124695842,9.733586254,4.032845366,1
6.983386548,0.023852628,5.043649686,8.273813105,0.478413063,4.335061623,3.333221803,7.203990659,4.451397059,5.92542099,1
6.781311915,8.933011709,9.242820286,2.049807485,5.704758938,8.54129976,6.732239483,4.968388067,4.026278277,1.525753049,1
5.589306726,1.361794405,3.994367333,6.306847417,8.868143732,3.107957099,2.64361066,8.373740629,4.314486375,4.081687039,1
4.602233813,8.042189877,0.978932762,7.780895641,7.328037654,6.822455925,4.721045086,7.037699665,9.172886733,4.186865793,1
5.507262763,5.342155999,2.196479913,0.236859427,3.606889934,3.778461043,4.690128923,7.978970606,3.664898692,6.426302572,0
8.913419532,7.205635567,6.221560738,3.289151547,8.790981588,7.386221614,7.254748563,0.793524534,0.337331539,8.443884843,0
9.601442677,1.635261722,8.725380194,8.166788446,2.903777128,0.053561576,4.839943666,6.894173261,9.151127173,4.010373172,1
1.62078104,8.578146472,1.603827262,1.014544996,7.93770988,5.286985322,6.726646154,0.145201861,8.381082353,3.828029247,0
1.808276153,0.223712743,2.873575812,5.547020005,7.910093504,1.696305502,5.671897397,0.512342755,6.241232867,8.184729612,0
0.313875915,4.462955278,8.278919583,0.048254539,7.200115579,3.202685218,1.424673697,0.781869462,4.570134469,8.871887581,0
4.064643292,3.091797817,1.380081559,4.973869172,1.964534409,5.379787965,4.963916443,2.048399186,7.50209226,6.92344237,0
9.794854189,4.405915069,1.424701333,6.562397096,9.949868233,3.053815585,6.968336652,5.970380068,0.559006896,0.3402172,1
9.649002679,1.713412804,9.152828814,3.488903099,1.094772576,1.602926357,2.184531866,1.282168372,4.39998075,1.878510745,1
4.021843798,5.947874591,2.134163862,2.894218585,6.441817644,3.417153836,6.252407422,4.679251487,0.923614397,0.20508298,1
7.792601534,0.918266139,5.048898743,1.21991527,3.502515879,7.423094555,8.23491231,7.219672641,8.02093243,2.009575544,1
0.504887586,2.739218094,6.170317291,8.621396326,5.293849935,2.765379658,8.996903402,4.84855824,2.155090845,7.953438022,0
9.796865973,2.442232227,4.381672825,9.658581316,6.243975289,9.572206526,1.380474577,6.053625269,1.253058554,6.315566947,1
5.049252201,3.023905437,4.393952171,0.112474143,4.719357743,6.693475947,9.312673096,3.103924268,8.201984318,4.862722501,0
2.572270951,2.755447643,1.097529715,8.043490939,3.3657761,1.141402278,2.783942213,5.797299534,4.404262292,3.155051147,1
1.111207355,2.960368955,2.089322958,9.401626188,1.14349253,3.880953773,9.315745189,7.661468234,1.778642408,6.358385629,1
1.99181681,9.496649896,1.295954808,9.398666928,3.133744178,5.455089153,7.044881119,9.417889057,9.570193059,2.014321739,1
7.600589521,6.108071951,6.202529641,3.258233723,8.994425571,5.214327014,0.275450892,1.29405206,2.963847003,2.645205861,0
4.49776132,7.741319845,2.539966678,8.907720743,4.497429761,7.394974254,0.15225011,2.546240637,2.684594908,3.887876415,1
7.349335481,2.174018446,0.293032631,7.490571215,4.928496105,1.658620273,0.899592778,7.429316191,7.456486089,8.356105642,0
5.503342065,9.422315486,4.702891562,1.18357876,2.024528976,4.624006413,5.603553553,3.816169462,2.109720974,3.01255003,1
9.554903518,1.522012406,1.74213461,9.702200991,9.223934867,8.749402881,1.972156256,9.390835213,6.804700546,3.281747088,1
0.138170417,8.596868545,2.554184137,3.291113077,9.590430857,2.10579732,1.786459222,2.920028004,1.784831667,3.128094017,0
7.301132849,4.593571192,3.932667289,0.516637535,7.520728957,9.850551993,6.859990527,6.313251891,8.034043562,5.762765381,1
1.242809698,3.794193916,2.153795572,2.546159704,7.250193418,4.079090822,2.614841355,4.767201017,5.514058117,4.433012874,0
3.727547504,1.709354418,6.636816539,3.182085865,2.349020365,3.44461255,0.245649509,6.369562631,5.16476184,6.588305109,0
3.869408874,7.343358401,1.849628326,9.129863184,5.425060736,0.209447847,8.535086798,3.443214335,8.580485043,6.683836698,0
2.37780745,6.905738765,6.191092164,6.967294535,8.503827044,5.167113049,5.538895978,6.239069222,9.003319094,2.917041402,1
0.020804799,5.46424455,8.097437169,1.616132596,5.551386935,4.262370614,9.599642994,6.314840185,4.408618941,5.012694675,0
4.289513829,8.828351133,0.20055767,7.404995504,1.221091608,0.824690778,1.858591067,2.459228865,3.786569459,6.934279666,0
